WIKIDATA,name,MS_FB,MS_FB_PARE
Q50572845,제주특별자치도제8선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-8,country:kr/ssg-province:49
Q50572851,제주특별자치도제14선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-14,country:kr/ssg-province:49
Q50572862,제주특별자치도제17선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-17,country:kr/ssg-province:49
Q50572868,제주특별자치도제22선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-22,country:kr/ssg-province:49
Q50572870,제주특별자치도제24선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-24,country:kr/ssg-province:49
Q50572871,제주특별자치도제3선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-3,country:kr/ssg-province:49
Q50572872,제주특별자치도제16선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-16,country:kr/ssg-province:49
Q50572873,제주특별자치도제7선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-7,country:kr/ssg-province:49
Q50572874,제주특별자치도제27선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-27,country:kr/ssg-province:49
Q50572875,제주특별자치도제4선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-4,country:kr/ssg-province:49
Q50572877,제주특별자치도제25선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-25,country:kr/ssg-province:49
Q50572881,제주특별자치도제11선거구,country:kr/ssg-province:49/flacs-constituency:jeju-ssg-province-11,country:kr/ssg-province:49
Q50572882,동구제2선거구,country:kr/met-city:29/flacs-constituency:dong-district-2,country:kr/met-city:29
Q50572883,남구제1선거구,country:kr/met-city:29/flacs-constituency:nam-district-1,country:kr/met-city:29
Q50572885,광산구제3선거구,country:kr/met-city:29/flacs-constituency:gwangsan-district-3,country:kr/met-city:29
Q50572889,동구제1선거구,country:kr/met-city:29/flacs-constituency:dong-district-1,country:kr/met-city:29
Q50572890,광산구제1선거구,country:kr/met-city:29/flacs-constituency:gwangsan-district-1,country:kr/met-city:29
Q50572893,남구제3선거구,country:kr/met-city:29/flacs-constituency:nam-district-3,country:kr/met-city:29
Q50572895,서구제1선거구,country:kr/met-city:29/flacs-constituency:seo-district-1,country:kr/met-city:29
Q50572896,서구제3선거구,country:kr/met-city:29/flacs-constituency:seo-district-3,country:kr/met-city:29
Q50572897,서구제4선거구,country:kr/met-city:29/flacs-constituency:seo-district-4,country:kr/met-city:29
Q50572898,서구제2선거구,country:kr/met-city:29/flacs-constituency:seo-district-2,country:kr/met-city:29
Q50572899,광산구제2선거구,country:kr/met-city:29/flacs-constituency:gwangsan-district-2,country:kr/met-city:29
Q50572901,북구제6선거구,country:kr/met-city:29/flacs-constituency:buk-district-6,country:kr/met-city:29
Q50572904,남구제2선거구,country:kr/met-city:29/flacs-constituency:nam-district-2,country:kr/met-city:29
Q50572906,광산구제4선거구,country:kr/met-city:29/flacs-constituency:gwangsan-district-4,country:kr/met-city:29
Q50572907,수성구제2선거구,country:kr/met-city:27/flacs-constituency:suseong-district-2,country:kr/met-city:27
Q50572909,달서구제4선거구,country:kr/met-city:27/flacs-constituency:dalseo-district-4,country:kr/met-city:27
Q50572910,수성구제1선거구,country:kr/met-city:27/flacs-constituency:suseong-district-1,country:kr/met-city:27
Q50572911,중구제1선거구,country:kr/met-city:27/flacs-constituency:jung-district-1,country:kr/met-city:27
Q50572913,북구제3선거구,country:kr/met-city:27/flacs-constituency:buk-district-3,country:kr/met-city:27
Q50572914,수성구제3선거구,country:kr/met-city:27/flacs-constituency:suseong-district-3,country:kr/met-city:27
Q50572915,수성구제4선거구,country:kr/met-city:27/flacs-constituency:suseong-district-4,country:kr/met-city:27
Q50572916,달서구제6선거구,country:kr/met-city:27/flacs-constituency:dalseo-district-6,country:kr/met-city:27
Q50572917,동구제1선거구,country:kr/met-city:27/flacs-constituency:dong-district-1,country:kr/met-city:27
Q50572918,달서구제1선거구,country:kr/met-city:27/flacs-constituency:dalseo-district-1,country:kr/met-city:27
Q50572919,북구제4선거구,country:kr/met-city:27/flacs-constituency:buk-district-4,country:kr/met-city:27
Q50572922,중구제2선거구,country:kr/met-city:27/flacs-constituency:jung-district-2,country:kr/met-city:27
Q50572923,동구제2선거구,country:kr/met-city:27/flacs-constituency:dong-district-2,country:kr/met-city:27
Q50572924,남구제1선거구,country:kr/met-city:27/flacs-constituency:nam-district-1,country:kr/met-city:27
Q50572925,북구제1선거구,country:kr/met-city:27/flacs-constituency:buk-district-1,country:kr/met-city:27
Q50572926,달서구제2선거구,country:kr/met-city:27/flacs-constituency:dalseo-district-2,country:kr/met-city:27
Q50572928,서구제2선거구,country:kr/met-city:27/flacs-constituency:seo-district-2,country:kr/met-city:27
Q50572929,달서구제3선거구,country:kr/met-city:27/flacs-constituency:dalseo-district-3,country:kr/met-city:27
Q50572930,북구제5선거구,country:kr/met-city:27/flacs-constituency:buk-district-5,country:kr/met-city:27
Q50572931,동구제4선거구,country:kr/met-city:27/flacs-constituency:dong-district-4,country:kr/met-city:27
Q50572932,서구제1선거구,country:kr/met-city:27/flacs-constituency:seo-district-1,country:kr/met-city:27
Q50572933,달성군제2선거구,country:kr/met-city:27/flacs-constituency:dalseong-county-2,country:kr/met-city:27
Q50572934,달서구제5선거구,country:kr/met-city:27/flacs-constituency:dalseo-district-5,country:kr/met-city:27
Q50572935,달성군제1선거구,country:kr/met-city:27/flacs-constituency:dalseong-county-1,country:kr/met-city:27
Q50572937,북구제2선거구,country:kr/met-city:27/flacs-constituency:buk-district-2,country:kr/met-city:27
Q50572938,동구제3선거구,country:kr/met-city:27/flacs-constituency:dong-district-3,country:kr/met-city:27
Q50572939,남구제2선거구,country:kr/met-city:27/flacs-constituency:nam-district-2,country:kr/met-city:27
Q50572940,횡성군제2선거구,country:kr/province:42/flacs-constituency:hoengseong-county-2,country:kr/province:42
Q50572941,평창군제2선거구,country:kr/province:42/flacs-constituency:pyeongchang-county-2,country:kr/province:42
Q50572942,춘천시제4선거구,country:kr/province:42/flacs-constituency:chuncheon-4,country:kr/province:42
Q50572946,평창군제1선거구,country:kr/province:42/flacs-constituency:pyeongchang-county-1,country:kr/province:42
Q50572947,동해시제2선거구,country:kr/province:42/flacs-constituency:donghae-2,country:kr/province:42
Q50572948,강릉시제3선거구,country:kr/province:42/flacs-constituency:gangneung-3,country:kr/province:42
Q50572949,강릉시제1선거구,country:kr/province:42/flacs-constituency:gangneung-1,country:kr/province:42
Q50572950,원주시제5선거구,country:kr/province:42/flacs-constituency:wonju-5,country:kr/province:42
Q50572951,원주시제4선거구,country:kr/province:42/flacs-constituency:wonju-4,country:kr/province:42
Q50572952,홍천군제1선거구,country:kr/province:42/flacs-constituency:hongcheon-county-1,country:kr/province:42
Q50572955,원주시제3선거구,country:kr/province:42/flacs-constituency:wonju-3,country:kr/province:42
Q50572956,원주시제2선거구,country:kr/province:42/flacs-constituency:wonju-2,country:kr/province:42
Q50572957,태백시제1선거구,country:kr/province:42/flacs-constituency:taebaek-1,country:kr/province:42
Q50572958,양구군선거구,country:kr/province:42/flacs-constituency:yanggu-county-1,country:kr/province:42
Q50572959,철원군제2선거구,country:kr/province:42/flacs-constituency:cheorwon-county-2,country:kr/province:42
Q50572961,고성군선거구,country:kr/province:42/flacs-constituency:goseong-county-1,country:kr/province:42
Q50572962,태백시제2선거구,country:kr/province:42/flacs-constituency:taebaek-2,country:kr/province:42
Q50572964,정선군제2선거구,country:kr/province:42/flacs-constituency:jeongseon-county-2,country:kr/province:42
Q50572965,속초시제1선거구,country:kr/province:42/flacs-constituency:sokcho-1,country:kr/province:42
Q50572966,삼척시제1선거구,country:kr/province:42/flacs-constituency:samcheok-1,country:kr/province:42
Q50572967,속초시제2선거구,country:kr/province:42/flacs-constituency:sokcho-2,country:kr/province:42
Q50572968,춘천시제3선거구,country:kr/province:42/flacs-constituency:chuncheon-3,country:kr/province:42
Q50572970,강릉시제4선거구,country:kr/province:42/flacs-constituency:gangneung-4,country:kr/province:42
Q50572971,정선군제1선거구,country:kr/province:42/flacs-constituency:jeongseon-county-1,country:kr/province:42
Q50572972,춘천시제1선거구,country:kr/province:42/flacs-constituency:chuncheon-1,country:kr/province:42
Q50572973,홍천군제2선거구,country:kr/province:42/flacs-constituency:hongcheon-county-2,country:kr/province:42
Q50572974,횡성군제1선거구,country:kr/province:42/flacs-constituency:hoengseong-county-1,country:kr/province:42
Q50572975,화천군선거구,country:kr/province:42/flacs-constituency:hwacheon-county-1,country:kr/province:42
Q50572976,원주시제6선거구,country:kr/province:42/flacs-constituency:wonju-6,country:kr/province:42
Q50572977,삼척시제2선거구,country:kr/province:42/flacs-constituency:samcheok-2,country:kr/province:42
Q50572978,영월군제1선거구,country:kr/province:42/flacs-constituency:yeongwol-county-1,country:kr/province:42
Q50572979,영월군제2선거구,country:kr/province:42/flacs-constituency:yeongwol-county-2,country:kr/province:42
Q50572981,동해시제1선거구,country:kr/province:42/flacs-constituency:donghae-1,country:kr/province:42
Q50572982,춘천시제5선거구,country:kr/province:42/flacs-constituency:chuncheon-5,country:kr/province:42
Q50572983,양양군선거구,country:kr/province:42/flacs-constituency:yangyang-county-1,country:kr/province:42
Q50572984,원주시제1선거구,country:kr/province:42/flacs-constituency:wonju-1,country:kr/province:42
Q50572985,인제군선거구,country:kr/province:42/flacs-constituency:inje-county-1,country:kr/province:42
Q50572986,철원군제1선거구,country:kr/province:42/flacs-constituency:cheorwon-county-1,country:kr/province:42
Q50572987,강릉시제2선거구,country:kr/province:42/flacs-constituency:gangneung-2,country:kr/province:42
Q50572988,춘천시제2선거구,country:kr/province:42/flacs-constituency:chuncheon-2,country:kr/province:42
Q50572989,청양군선거구,country:kr/province:44/flacs-constituency:cheongyang-county-1,country:kr/province:44
Q50572991,천안시제2선거구,country:kr/province:44/flacs-constituency:cheonan-2,country:kr/province:44
Q50572992,천안시제5선거구,country:kr/province:44/flacs-constituency:cheonan-5,country:kr/province:44
Q50572994,서산시제2선거구,country:kr/province:44/flacs-constituency:seosan-2,country:kr/province:44
Q50572995,천안시제4선거구,country:kr/province:44/flacs-constituency:cheonan-4,country:kr/province:44
Q50572996,서천군제1선거구,country:kr/province:44/flacs-constituency:seocheon-county-1,country:kr/province:44
Q50572997,천안시제6선거구,country:kr/province:44/flacs-constituency:cheonan-6,country:kr/province:44
Q50572998,예산군제2선거구,country:kr/province:44/flacs-constituency:yesan-county-2,country:kr/province:44
Q50572999,계룡시선거구,country:kr/province:44/flacs-constituency:gyeryong-1,country:kr/province:44
Q50573000,부여군제1선거구,country:kr/province:44/flacs-constituency:buyeo-county-1,country:kr/province:44
Q50573002,금산군제2선거구,country:kr/province:44/flacs-constituency:geumsan-county-2,country:kr/province:44
Q50573003,천안시제7선거구,country:kr/province:44/flacs-constituency:cheonan-7,country:kr/province:44
Q50573004,보령시제2선거구,country:kr/province:44/flacs-constituency:boryeong-2,country:kr/province:44
Q50573006,공주시제2선거구,country:kr/province:44/flacs-constituency:gongju-2,country:kr/province:44
Q50573007,부여군제2선거구,country:kr/province:44/flacs-constituency:buyeo-county-2,country:kr/province:44
Q50573008,천안시제8선거구,country:kr/province:44/flacs-constituency:cheonan-8,country:kr/province:44
Q50573009,태안군제1선거구,country:kr/province:44/flacs-constituency:taean-county-1,country:kr/province:44
Q50573010,공주시제1선거구,country:kr/province:44/flacs-constituency:gongju-1,country:kr/province:44
Q50573014,아산시제3선거구,country:kr/province:44/flacs-constituency:asan-3,country:kr/province:44
Q50573017,아산시제4선거구,country:kr/province:44/flacs-constituency:asan-4,country:kr/province:44
Q50573020,홍성군제1선거구,country:kr/province:44/flacs-constituency:hongseong-county-1,country:kr/province:44
Q50573022,보령시제1선거구,country:kr/province:44/flacs-constituency:boryeong-1,country:kr/province:44
Q50573024,천안시제1선거구,country:kr/province:44/flacs-constituency:cheonan-1,country:kr/province:44
Q50573025,아산시제1선거구,country:kr/province:44/flacs-constituency:asan-1,country:kr/province:44
Q50573026,논산시제1선거구,country:kr/province:44/flacs-constituency:nonsan-1,country:kr/province:44
Q50573027,당진시제1선거구,country:kr/province:44/flacs-constituency:dangjin-1,country:kr/province:44
Q50573028,천안시제3선거구,country:kr/province:44/flacs-constituency:cheonan-3,country:kr/province:44
Q50573029,예산군제1선거구,country:kr/province:44/flacs-constituency:yesan-county-1,country:kr/province:44
Q50573030,당진시제2선거구,country:kr/province:44/flacs-constituency:dangjin-2,country:kr/province:44
Q50573031,서천군제2선거구,country:kr/province:44/flacs-constituency:seocheon-county-2,country:kr/province:44
Q50573032,홍성군제2선거구,country:kr/province:44/flacs-constituency:hongseong-county-2,country:kr/province:44
Q50573033,아산시제2선거구,country:kr/province:44/flacs-constituency:asan-2,country:kr/province:44
Q50573035,태안군제2선거구,country:kr/province:44/flacs-constituency:taean-county-2,country:kr/province:44
Q50573036,서산시제1선거구,country:kr/province:44/flacs-constituency:seosan-1,country:kr/province:44
Q50573037,금산군제1선거구,country:kr/province:44/flacs-constituency:geumsan-county-1,country:kr/province:44
Q50573038,논산시제2선거구,country:kr/province:44/flacs-constituency:nonsan-2,country:kr/province:44
Q50573039,함양군선거구,country:kr/province:48/flacs-constituency:hamyang-county-1,country:kr/province:48
Q50573040,진주시제4선거구,country:kr/province:48/flacs-constituency:jinju-4,country:kr/province:48
Q50573041,밀양시제2선거구,country:kr/province:48/flacs-constituency:miryang-2,country:kr/province:48
Q50573042,양산시제1선거구,country:kr/province:48/flacs-constituency:yangsan-1,country:kr/province:48
Q50573043,통영시제1선거구,country:kr/province:48/flacs-constituency:tongyeong-1,country:kr/province:48
Q50573044,창원시제5선거구,country:kr/province:48/flacs-constituency:changwon-5,country:kr/province:48
Q50573046,창녕군제1선거구,country:kr/province:48/flacs-constituency:changnyeong-county-1,country:kr/province:48
Q50573048,양산시제3선거구,country:kr/province:48/flacs-constituency:yangsan-3,country:kr/province:48
Q50573049,창원시제11선거구,country:kr/province:48/flacs-constituency:changwon-11,country:kr/province:48
Q50573051,김해시제7선거구,country:kr/province:48/flacs-constituency:gimhae-7,country:kr/province:48
Q50573052,김해시제3선거구,country:kr/province:48/flacs-constituency:gimhae-3,country:kr/province:48
Q50573054,합천군선거구,country:kr/province:48/flacs-constituency:hapcheon-county-1,country:kr/province:48
Q50573055,창원시제10선거구,country:kr/province:48/flacs-constituency:changwon-10,country:kr/province:48
Q50573056,진주시제2선거구,country:kr/province:48/flacs-constituency:jinju-2,country:kr/province:48
Q50573057,창원시제3선거구,country:kr/province:48/flacs-constituency:changwon-3,country:kr/province:48
Q50573058,김해시제5선거구,country:kr/province:48/flacs-constituency:gimhae-5,country:kr/province:48
Q50573060,거제시제3선거구,country:kr/province:48/flacs-constituency:geoje-3,country:kr/province:48
Q50573062,창녕군제2선거구,country:kr/province:48/flacs-constituency:changnyeong-county-2,country:kr/province:48
Q50573063,김해시제2선거구,country:kr/province:48/flacs-constituency:gimhae-2,country:kr/province:48
Q50573065,하동군선거구,country:kr/province:48/flacs-constituency:hadong-county-1,country:kr/province:48
Q50573067,통영시제2선거구,country:kr/province:48/flacs-constituency:tongyeong-2,country:kr/province:48
Q50573068,김해시제1선거구,country:kr/province:48/flacs-constituency:gimhae-1,country:kr/province:48
Q50573070,창원시제9선거구,country:kr/province:48/flacs-constituency:changwon-9,country:kr/province:48
Q50573071,산청군선거구,country:kr/province:48/flacs-constituency:sancheong-county-1,country:kr/province:48
Q50573072,창원시제7선거구,country:kr/province:48/flacs-constituency:changwon-7,country:kr/province:48
Q50573074,거창군제1선거구,country:kr/province:48/flacs-constituency:geochang-county-1,country:kr/province:48
Q50573075,거제시제1선거구,country:kr/province:48/flacs-constituency:geoje-1,country:kr/province:48
Q50573076,함안군제1선거구,country:kr/province:48/flacs-constituency:haman-county-1,country:kr/province:48
Q50573078,사천시제1선거구,country:kr/province:48/flacs-constituency:sacheon-1,country:kr/province:48
Q50573080,창원시제4선거구,country:kr/province:48/flacs-constituency:changwon-4,country:kr/province:48
Q50573082,창원시제6선거구,country:kr/province:48/flacs-constituency:changwon-6,country:kr/province:48
Q50573083,함안군제2선거구,country:kr/province:48/flacs-constituency:haman-county-2,country:kr/province:48
Q50573085,진주시제1선거구,country:kr/province:48/flacs-constituency:jinju-1,country:kr/province:48
Q50573086,남해군선거구,country:kr/province:48/flacs-constituency:namhae-county-1,country:kr/province:48
Q50573089,거창군제2선거구,country:kr/province:48/flacs-constituency:geochang-county-2,country:kr/province:48
Q50573090,창원시제12선거구,country:kr/province:48/flacs-constituency:changwon-12,country:kr/province:48
Q50573091,고성군제2선거구,country:kr/province:48/flacs-constituency:goseong-county-2,country:kr/province:48
Q50573092,양산시제2선거구,country:kr/province:48/flacs-constituency:yangsan-2,country:kr/province:48
Q50573094,창원시제1선거구,country:kr/province:48/flacs-constituency:changwon-1,country:kr/province:48
Q50573108,거제시제2선거구,country:kr/province:48/flacs-constituency:geoje-2,country:kr/province:48
Q50573113,밀양시제1선거구,country:kr/province:48/flacs-constituency:miryang-1,country:kr/province:48
Q50573115,진주시제3선거구,country:kr/province:48/flacs-constituency:jinju-3,country:kr/province:48
Q50573116,김해시제6선거구,country:kr/province:48/flacs-constituency:gimhae-6,country:kr/province:48
Q50573119,창원시제8선거구,country:kr/province:48/flacs-constituency:changwon-8,country:kr/province:48
Q50573120,사천시제2선거구,country:kr/province:48/flacs-constituency:sacheon-2,country:kr/province:48
Q50573122,창원시제13선거구,country:kr/province:48/flacs-constituency:changwon-13,country:kr/province:48
Q50573123,고성군제1선거구,country:kr/province:48/flacs-constituency:goseong-county-1,country:kr/province:48
Q50573124,김해시제4선거구,country:kr/province:48/flacs-constituency:gimhae-4,country:kr/province:48
Q50573126,의령군선거구,country:kr/province:48/flacs-constituency:uiryeong-county-1,country:kr/province:48
Q50573127,창원시제2선거구,country:kr/province:48/flacs-constituency:changwon-2,country:kr/province:48
Q50573128,장흥군제1선거구,country:kr/province:46/flacs-constituency:jangheung-county-1,country:kr/province:46
Q50573129,영광군제1선거구,country:kr/province:46/flacs-constituency:yeonggwang-county-1,country:kr/province:46
Q50573130,광양시제2선거구,country:kr/province:46/flacs-constituency:gwangyang-2,country:kr/province:46
Q50573132,장성군제1선거구,country:kr/province:46/flacs-constituency:jangseong-county-1,country:kr/province:46
Q50573133,목포시제1선거구,country:kr/province:46/flacs-constituency:mokpo-1,country:kr/province:46
Q50573135,광양시제3선거구,country:kr/province:46/flacs-constituency:gwangyang-3,country:kr/province:46
Q50573137,화순군제1선거구,country:kr/province:46/flacs-constituency:hwasun-county-1,country:kr/province:46
Q50573146,목포시제3선거구,country:kr/province:46/flacs-constituency:mokpo-3,country:kr/province:46
Q50573149,나주시제2선거구,country:kr/province:46/flacs-constituency:naju-2,country:kr/province:46
Q50573151,여수시제1선거구,country:kr/province:46/flacs-constituency:yeosu-1,country:kr/province:46
Q50573152,장흥군제2선거구,country:kr/province:46/flacs-constituency:jangheung-county-2,country:kr/province:46
Q50573153,영광군제2선거구,country:kr/province:46/flacs-constituency:yeonggwang-county-2,country:kr/province:46
Q50573154,신안군제1선거구,country:kr/province:46/flacs-constituency:sinan-county-1,country:kr/province:46
Q50573155,목포시제5선거구,country:kr/province:46/flacs-constituency:mokpo-5,country:kr/province:46
Q50573156,화순군제2선거구,country:kr/province:46/flacs-constituency:hwasun-county-2,country:kr/province:46
Q50573157,여수시제2선거구,country:kr/province:46/flacs-constituency:yeosu-2,country:kr/province:46
Q50573158,보성군제2선거구,country:kr/province:46/flacs-constituency:boseong-county-2,country:kr/province:46
Q50573159,함평군제1선거구,country:kr/province:46/flacs-constituency:hampyeong-county-1,country:kr/province:46
Q50573161,순천시제2선거구,country:kr/province:46/flacs-constituency:suncheon-2,country:kr/province:46
Q50573162,순천시제3선거구,country:kr/province:46/flacs-constituency:suncheon-3,country:kr/province:46
Q50573163,함평군제2선거구,country:kr/province:46/flacs-constituency:hampyeong-county-2,country:kr/province:46
Q50573167,곡성군선거구,country:kr/province:46/flacs-constituency:gokseong-county-1,country:kr/province:46
Q50573168,목포시제4선거구,country:kr/province:46/flacs-constituency:mokpo-4,country:kr/province:46
Q50573172,해남군제2선거구,country:kr/province:46/flacs-constituency:haenam-county-2,country:kr/province:46
Q50573175,고흥군제1선거구,country:kr/province:46/flacs-constituency:goheung-county-1,country:kr/province:46
Q50573178,여수시제4선거구,country:kr/province:46/flacs-constituency:yeosu-4,country:kr/province:46
Q50573182,신안군제2선거구,country:kr/province:46/flacs-constituency:sinan-county-2,country:kr/province:46
Q50573184,무안군제2선거구,country:kr/province:46/flacs-constituency:muan-county-2,country:kr/province:46
Q50573185,무안군제1선거구,country:kr/province:46/flacs-constituency:muan-county-1,country:kr/province:46
Q50573186,여수시제6선거구,country:kr/province:46/flacs-constituency:yeosu-6,country:kr/province:46
Q50573187,진도군선거구,country:kr/province:46/flacs-constituency:jindo-county-1,country:kr/province:46
Q50573188,완도군제1선거구,country:kr/province:46/flacs-constituency:wando-county-1,country:kr/province:46
Q50573190,구례군선거구,country:kr/province:46/flacs-constituency:gurye-county-1,country:kr/province:46
Q50573192,여수시제5선거구,country:kr/province:46/flacs-constituency:yeosu-5,country:kr/province:46
Q50573193,담양군제2선거구,country:kr/province:46/flacs-constituency:damyang-county-2,country:kr/province:46
Q50573194,해남군제1선거구,country:kr/province:46/flacs-constituency:haenam-county-1,country:kr/province:46
Q50573195,순천시제1선거구,country:kr/province:46/flacs-constituency:suncheon-1,country:kr/province:46
Q50573196,순천시제5선거구,country:kr/province:46/flacs-constituency:suncheon-5,country:kr/province:46
Q50573197,강진군제1선거구,country:kr/province:46/flacs-constituency:gangjin-county-1,country:kr/province:46
Q50573198,담양군제1선거구,country:kr/province:46/flacs-constituency:damyang-county-1,country:kr/province:46
Q50573200,영암군제1선거구,country:kr/province:46/flacs-constituency:yeongam-county-1,country:kr/province:46
Q50573201,나주시제1선거구,country:kr/province:46/flacs-constituency:naju-1,country:kr/province:46
Q50573202,여수시제3선거구,country:kr/province:46/flacs-constituency:yeosu-3,country:kr/province:46
Q50573203,강진군제2선거구,country:kr/province:46/flacs-constituency:gangjin-county-2,country:kr/province:46
Q50573205,목포시제2선거구,country:kr/province:46/flacs-constituency:mokpo-2,country:kr/province:46
Q50573208,보성군제1선거구,country:kr/province:46/flacs-constituency:boseong-county-1,country:kr/province:46
Q50573211,영암군제2선거구,country:kr/province:46/flacs-constituency:yeongam-county-2,country:kr/province:46
Q50573216,장성군제2선거구,country:kr/province:46/flacs-constituency:jangseong-county-2,country:kr/province:46
Q50573218,고흥군제2선거구,country:kr/province:46/flacs-constituency:goheung-county-2,country:kr/province:46
Q50573221,광양시제1선거구,country:kr/province:46/flacs-constituency:gwangyang-1,country:kr/province:46
Q50573223,순천시제4선거구,country:kr/province:46/flacs-constituency:suncheon-4,country:kr/province:46
Q50573224,완도군제2선거구,country:kr/province:46/flacs-constituency:wando-county-2,country:kr/province:46
Q50573225,동구제2선거구,country:kr/met-city:30/flacs-constituency:dong-district-2,country:kr/met-city:30
Q50573227,중구제1선거구,country:kr/met-city:30/flacs-constituency:jung-district-1,country:kr/met-city:30
Q50573230,서구제6선거구,country:kr/met-city:30/flacs-constituency:seo-district-6,country:kr/met-city:30
Q50573233,대덕구제3선거구,country:kr/met-city:30/flacs-constituency:daedeok-district-3,country:kr/met-city:30
Q50573236,유성구제1선거구,country:kr/met-city:30/flacs-constituency:yuseong-district-1,country:kr/met-city:30
Q50573239,유성구제2선거구,country:kr/met-city:30/flacs-constituency:yuseong-district-2,country:kr/met-city:30
Q50573243,서구제2선거구,country:kr/met-city:30/flacs-constituency:seo-district-2,country:kr/met-city:30
Q50573246,대덕구제2선거구,country:kr/met-city:30/flacs-constituency:daedeok-district-2,country:kr/met-city:30
Q50573249,동구제1선거구,country:kr/met-city:30/flacs-constituency:dong-district-1,country:kr/met-city:30
Q50573252,중구제3선거구,country:kr/met-city:30/flacs-constituency:jung-district-3,country:kr/met-city:30
Q50573255,동구제3선거구,country:kr/met-city:30/flacs-constituency:dong-district-3,country:kr/met-city:30
Q50573259,서구제1선거구,country:kr/met-city:30/flacs-constituency:seo-district-1,country:kr/met-city:30
Q50573262,서구제3선거구,country:kr/met-city:30/flacs-constituency:seo-district-3,country:kr/met-city:30
Q50573265,대덕구제1선거구,country:kr/met-city:30/flacs-constituency:daedeok-district-1,country:kr/met-city:30
Q50573269,유성구제3선거구,country:kr/met-city:30/flacs-constituency:yuseong-district-3,country:kr/met-city:30
Q50573272,유성구제4선거구,country:kr/met-city:30/flacs-constituency:yuseong-district-4,country:kr/met-city:30
Q50573274,서구제5선거구,country:kr/met-city:30/flacs-constituency:seo-district-5,country:kr/met-city:30
Q50573277,서구제4선거구,country:kr/met-city:30/flacs-constituency:seo-district-4,country:kr/met-city:30
Q50573280,중구제2선거구,country:kr/met-city:30/flacs-constituency:jung-district-2,country:kr/met-city:30
Q50573284,세종특별자치시제13선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-13,country:kr/ssg-city:50
Q50573287,세종특별자치시제9선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-9,country:kr/ssg-city:50
Q50573290,세종특별자치시제4선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-4,country:kr/ssg-city:50
Q50573293,세종특별자치시제2선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-2,country:kr/ssg-city:50
Q50573298,세종특별자치시제11선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-11,country:kr/ssg-city:50
Q50573301,세종특별자치시제7선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-7,country:kr/ssg-city:50
Q50573304,세종특별자치시제5선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-5,country:kr/ssg-city:50
Q50573307,세종특별자치시제8선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-8,country:kr/ssg-city:50
Q50573310,세종특별자치시제6선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-6,country:kr/ssg-city:50
Q50573313,세종특별자치시제1선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-1,country:kr/ssg-city:50
Q50573316,세종특별자치시제3선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-3,country:kr/ssg-city:50
Q50573319,세종특별자치시제10선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-10,country:kr/ssg-city:50
Q50573321,세종특별자치시제12선거구,country:kr/ssg-city:50/flacs-constituency:sejong-ssg-city-12,country:kr/ssg-city:50
Q50573325,동구제2선거구,country:kr/met-city:26/flacs-constituency:dong-district-2,country:kr/met-city:26
Q50573329,동래구제3선거구,country:kr/met-city:26/flacs-constituency:dongnae-district-3,country:kr/met-city:26
Q50573332,해운대구제4선거구,country:kr/met-city:26/flacs-constituency:haeundae-district-4,country:kr/met-city:26
Q50573336,남구제1선거구,country:kr/met-city:26/flacs-constituency:nam-district-1,country:kr/met-city:26
Q50573337,북구제3선거구,country:kr/met-city:26/flacs-constituency:buk-district-3,country:kr/met-city:26
Q50573340,사하구제2선거구,country:kr/met-city:26/flacs-constituency:saha-district-2,country:kr/met-city:26
Q50573342,금정구제2선거구,country:kr/met-city:26/flacs-constituency:geumjeong-district-2,country:kr/met-city:26
Q50573344,수영구제2선거구,country:kr/met-city:26/flacs-constituency:suyeong-district-2,country:kr/met-city:26
Q50573345,연제구제2선거구,country:kr/met-city:26/flacs-constituency:yeonje-district-2,country:kr/met-city:26
Q50573346,강서구제1선거구,country:kr/met-city:26/flacs-constituency:gangseo-district-1,country:kr/met-city:26
